year	talalunga_n	talalunga_dens	id
2014	0	0	1092
2014	0	0	1093
2014	0	0	1094
2014	0	0	1095
2014	0	0	1096
2014	1	0.00198098256735341	1097
2014	0	0	1098
2014	0	0	1099
2014	0	0	1100
2014	0	0	1101
2014	0	0	1102
2014	0	0	1103
2014	0	0	1104
2014	0	0	1105
2014	0	0	1106
2014	0	0	1107
2014	0	0	1108
2014	0	0	1109
2014	0	0	1110
2014	1	0.00237586124970302	1111
2014	0	0	1112
2014	0	0	1113
2014	3	0.0066283694211224	1114
2014	3	0.00715990453460621	1115
2014	8	0.0209533787323206	1116
2014	0	0	1117
2014	2	0.00453617600362894	1118
2014	1	0.0024588148512417	1119
2014	0	0	1120
2014	2	0.00463929482718627	1121
2014	0	0	1122
2014	0	0	1123
2014	0	0	1124
2014	0	0	1125
2014	8	0.0122530249655384	1126
2014	0	0	1127
2014	0	0	1128
2014	0	0	1129
2014	0	0	1130
2014	0	0	1131
2014	1	0.00188430374976446	1132
2014	0	0	1133
2014	0	0	1134
2014	0	0	1135
2014	0	0	1136
2014	0	0	1137
2014	0	0	1138
2014	1	0.00295159386068477	1139
2014	4	0.0122286762457964	1140
2014	0	0	1141
2014	3	0.00677812923633077	1142
2014	0	0	1143
2014	2	0.00486973459946433	1144
2014	0	0	1145
2014	0	0	1146
2014	0	0	1147
2014	0	0	1148
2014	1	0.00309981401115933	1149
2015	0	0	1150
2015	0	0	1151
2015	0	0	1152
2015	0	0	1153
2015	0	0	1154
2015	0	0	1155
2015	0	0	1156
2015	0	0	1157
2015	1	0.00163907556138338	1158
2015	0	0	1159
2015	0	0	1160
2015	0	0	1161
2015	3	0.00621375310687655	1162
2015	2	0.00429922613929493	1163
2015	0	0	1164
2015	0	0	1165
2015	0	0	1166
2015	0	0	1167
2015	0	0	1168
2015	0	0	1169
2015	0	0	1170
2015	0	0	1171
2015	0	0	1172
2015	0	0	1173
2015	0	0	1174
2015	0	0	1175
2015	0	0	1176
2015	0	0	1177
2015	0	0	1178
2015	0	0	1179
2015	0	0	1180
2015	0	0	1181
2015	0	0	1182
2015	0	0	1183
2015	0	0	1184
2015	6	0.0107739270964266	1185
2015	0	0	1186
2015	0	0	1187
2015	0	0	1188
2015	1	0.00256344527044348	1189
2015	0	0	1190
2015	0	0	1191
2015	0	0	1192
2015	0	0	1193
2015	0	0	1194
2015	0	0	1195
2015	1	0.00173280194073817	1196
2015	0	0	1197
2015	1	0.00155545185876497	1198
2015	0	0	1199
2015	0	0	1200
2015	0	0	1201
2015	0	0	1202
2015	0	0	1203
2015	0	0	1204
2015	0	0	1205
